Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01610","Coffee, green","2016","2016","ha","13633","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01610","Coffee, green","2017","2017","ha","14592","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01610","Coffee, green","2018","2018","ha","12360","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01610","Coffee, green","2019","2019","ha","18521","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01610","Coffee, green","2020","2020","ha","13829","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01610","Coffee, green","2021","2021","ha","13366","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01610","Coffee, green","2022","2022","ha","30380","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01610","Coffee, green","2023","2023","ha","28306","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1961","1961","ha","8","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1962","1962","ha","8","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1963","1963","ha","9","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1964","1964","ha","9","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1965","1965","ha","9","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1966","1966","ha","10","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1967","1967","ha","10","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1968","1968","ha","12","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1969","1969","ha","12","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1970","1970","ha","12","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1971","1971","ha","15","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1972","1972","ha","20","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1973","1973","ha","40","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1974","1974","ha","20","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1975","1975","ha","50","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1976","1976","ha","56","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1977","1977","ha","77","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1978","1978","ha","64","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1979","1979","ha","50","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1980","1980","ha","70","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1981","1981","ha","85","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1982","1982","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1983","1983","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1984","1984","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1985","1985","ha","110","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1986","1986","ha","105","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1987","1987","ha","110","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1988","1988","ha","220","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1989","1989","ha","300","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1990","1990","ha","323","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1991","1991","ha","330","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1992","1992","ha","340","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1993","1993","ha","350","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1994","1994","ha","360","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1995","1995","ha","370","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1996","1996","ha","380","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1997","1997","ha","359","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1998","1998","ha","350","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","1999","1999","ha","350","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2000","2000","ha","360","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2001","2001","ha","365","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2002","2002","ha","370","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2003","2003","ha","375","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2004","2004","ha","380","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2005","2005","ha","385","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2006","2006","ha","384","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2007","2007","ha","379","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2008","2008","ha","359","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2009","2009","ha","350","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2010","2010","ha","341","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2011","2011","ha","333","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2012","2012","ha","325","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2013","2013","ha","322","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2014","2014","ha","320","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2015","2015","ha","317","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2016","2016","ha","313","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2017","2017","ha","309","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2018","2018","ha","305","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2019","2019","ha","417","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","991","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2021","2021","ha","696","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2022","2022","ha","566","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01232","Cucumbers and gherkins","2023","2023","ha","594","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1961","1961","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1962","1962","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1963","1963","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1964","1964","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1965","1965","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1966","1966","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1967","1967","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1968","1968","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1969","1969","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1970","1970","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1971","1971","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1972","1972","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1973","1973","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1974","1974","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1975","1975","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1976","1976","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1977","1977","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1978","1978","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1979","1979","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1980","1980","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1981","1981","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1982","1982","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1983","1983","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1984","1984","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1985","1985","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1986","1986","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1987","1987","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1988","1988","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1989","1989","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1990","1990","ha","16","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1991","1991","ha","17","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1992","1992","ha","11","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1993","1993","ha","19","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1994","1994","ha","20","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1995","1995","ha","20","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1996","1996","ha","125","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1997","1997","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1998","1998","ha","130","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","1999","1999","ha","85","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2000","2000","ha","90","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2001","2001","ha","146","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2002","2002","ha","140","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2003","2003","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2004","2004","ha","55","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2005","2005","ha","230","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2006","2006","ha","93","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2007","2007","ha","40","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2008","2008","ha","40","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2009","2009","ha","8","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2010","2010","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2011","2011","ha","1","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2012","2012","ha","2","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2013","2013","ha","2","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2014","2014","ha","2","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2015","2015","ha","1","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2016","2016","ha","1","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2017","2017","ha","1","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2018","2018","ha","5","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2019","2019","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2021","2021","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2023","2023","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01657","Ginger, raw","2019","2019","ha","20","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01657","Ginger, raw","2020","2020","ha","55","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01657","Ginger, raw","2021","2021","ha","487","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01657","Ginger, raw","2022","2022","ha","395","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01657","Ginger, raw","2023","2023","ha","468","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.01","Green corn (maize)","2019","2019","ha","670","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.01","Green corn (maize)","2020","2020","ha","640","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.01","Green corn (maize)","2021","2021","ha","640","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.01","Green corn (maize)","2022","2022","ha","640","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01290.01","Green corn (maize)","2023","2023","ha","629","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01322","Lemons and limes","2019","2019","ha","1030","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","1140","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01322","Lemons and limes","2021","2021","ha","940","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01322","Lemons and limes","2022","2022","ha","1050","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01322","Lemons and limes","2023","2023","ha","1039","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1961","1961","ha","350","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1962","1962","ha","360","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1963","1963","ha","360","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1964","1964","ha","400","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1965","1965","ha","440","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1966","1966","ha","470","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1967","1967","ha","580","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1968","1968","ha","710","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1969","1969","ha","780","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1970","1970","ha","250","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1971","1971","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1972","1972","ha","140","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1973","1973","ha","190","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1974","1974","ha","230","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1975","1975","ha","110","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1976","1976","ha","152","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1977","1977","ha","124","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1978","1978","ha","150","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1979","1979","ha","192","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1980","1980","ha","180","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1981","1981","ha","160","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1982","1982","ha","150","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1983","1983","ha","140","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1984","1984","ha","120","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1985","1985","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1986","1986","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1987","1987","ha","90","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1988","1988","ha","149","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1989","1989","ha","150","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1990","1990","ha","222","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1991","1991","ha","200","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1992","1992","ha","208","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1993","1993","ha","210","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1994","1994","ha","220","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1995","1995","ha","210","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1996","1996","ha","230","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1997","1997","ha","224","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1998","1998","ha","220","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","1999","1999","ha","252","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","2000","2000","ha","209","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","2001","2001","ha","185","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","2002","2002","ha","190","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","2003","2003","ha","195","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01214","Lettuce and chicory","2004","2004","ha","200","E","Estimated value",""
